Timestamp,Date,Hour,Minute,Day_Name,Day_Type,Is_Weekend,Time_of_Day
2024-01-01 02:14:00,2024-01-01,2,14,Monday,Weekday,False,Night
2024-01-01 02:15:00,2024-01-01,2,15,Monday,Weekday,False,Night
2024-01-01 02:16:00,2024-01-01,2,16,Monday,Weekday,False,Night
2024-01-01 02:17:00,2024-01-01,2,17,Monday,Weekday,False,Night
2024-01-01 02:18:00,2024-01-01,2,18,Monday,Weekday,False,Night
2024-01-01 02:19:00,2024-01-01,2,19,Monday,Weekday,False,Night
2024-01-01 02:20:00,2024-01-01,2,20,Monday,Weekday,False,Night
2024-01-01 02:21:00,2024-01-01,2,21,Monday,Weekday,False,Night
2024-01-01 02:22:00,2024-01-01,2,22,Monday,Weekday,False,Night
2024-01-01 02:23:00,2024-01-01,2,23,Monday,Weekday,False,Night
2024-01-01 02:24:00,2024-01-01,2,24,Monday,Weekday,False,Night
2024-01-01 02:25:00,2024-01-01,2,25,Monday,Weekday,False,Night
2024-01-01 02:26:00,2024-01-01,2,26,Monday,Weekday,False,Night
2024-01-01 02:27:00,2024-01-01,2,27,Monday,Weekday,False,Night
2024-01-01 02:28:00,2024-01-01,2,28,Monday,Weekday,False,Night
2024-01-01 02:29:00,2024-01-01,2,29,Monday,Weekday,False,Night
2024-01-01 02:30:00,2024-01-01,2,30,Monday,Weekday,False,Night
2024-01-01 02:31:00,2024-01-01,2,31,Monday,Weekday,False,Night
2024-01-01 02:32:00,2024-01-01,2,32,Monday,Weekday,False,Night
2024-01-01 02:33:00,2024-01-01,2,33,Monday,Weekday,False,Night
2024-01-01 02:34:00,2024-01-01,2,34,Monday,Weekday,False,Night
2024-01-01 02:35:00,2024-01-01,2,35,Monday,Weekday,False,Night
2024-01-01 02:36:00,2024-01-01,2,36,Monday,Weekday,False,Night
2024-01-01 02:37:00,2024-01-01,2,37,Monday,Weekday,False,Night
2024-01-01 02:38:00,2024-01-01,2,38,Monday,Weekday,False,Night
2024-01-01 02:39:00,2024-01-01,2,39,Monday,Weekday,False,Night
2024-01-01 02:40:00,2024-01-01,2,40,Monday,Weekday,False,Night
2024-01-01 02:41:00,2024-01-01,2,41,Monday,Weekday,False,Night
2024-01-01 02:42:00,2024-01-01,2,42,Monday,Weekday,False,Night
2024-01-01 02:43:00,2024-01-01,2,43,Monday,Weekday,False,Night
2024-01-01 02:44:00,2024-01-01,2,44,Monday,Weekday,False,Night
2024-01-01 02:45:00,2024-01-01,2,45,Monday,Weekday,False,Night
2024-01-01 02:46:00,2024-01-01,2,46,Monday,Weekday,False,Night
2024-01-01 02:47:00,2024-01-01,2,47,Monday,Weekday,False,Night
2024-01-01 02:48:00,2024-01-01,2,48,Monday,Weekday,False,Night
2024-01-01 02:49:00,2024-01-01,2,49,Monday,Weekday,False,Night
2024-01-01 02:50:00,2024-01-01,2,50,Monday,Weekday,False,Night
2024-01-01 02:51:00,2024-01-01,2,51,Monday,Weekday,False,Night
2024-01-01 02:52:00,2024-01-01,2,52,Monday,Weekday,False,Night
2024-01-01 02:53:00,2024-01-01,2,53,Monday,Weekday,False,Night
2024-01-01 02:54:00,2024-01-01,2,54,Monday,Weekday,False,Night
2024-01-01 02:55:00,2024-01-01,2,55,Monday,Weekday,False,Night
2024-01-01 02:56:00,2024-01-01,2,56,Monday,Weekday,False,Night
2024-01-01 02:57:00,2024-01-01,2,57,Monday,Weekday,False,Night
2024-01-01 02:58:00,2024-01-01,2,58,Monday,Weekday,False,Night
2024-01-01 02:59:00,2024-01-01,2,59,Monday,Weekday,False,Night
2024-01-01 03:00:00,2024-01-01,3,0,Monday,Weekday,False,Night
2024-01-01 03:01:00,2024-01-01,3,1,Monday,Weekday,False,Night
2024-01-01 03:02:00,2024-01-01,3,2,Monday,Weekday,False,Night
2024-01-01 03:03:00,2024-01-01,3,3,Monday,Weekday,False,Night
2024-01-01 03:04:00,2024-01-01,3,4,Monday,Weekday,False,Night
2024-01-01 03:05:00,2024-01-01,3,5,Monday,Weekday,False,Night
2024-01-01 03:06:00,2024-01-01,3,6,Monday,Weekday,False,Night
2024-01-01 03:07:00,2024-01-01,3,7,Monday,Weekday,False,Night
2024-01-01 03:08:00,2024-01-01,3,8,Monday,Weekday,False,Night
2024-01-01 03:09:00,2024-01-01,3,9,Monday,Weekday,False,Night
2024-01-01 03:10:00,2024-01-01,3,10,Monday,Weekday,False,Night
2024-01-01 03:11:00,2024-01-01,3,11,Monday,Weekday,False,Night
2024-01-01 03:12:00,2024-01-01,3,12,Monday,Weekday,False,Night
2024-01-01 03:13:00,2024-01-01,3,13,Monday,Weekday,False,Night
2024-01-01 03:14:00,2024-01-01,3,14,Monday,Weekday,False,Night
2024-01-01 03:15:00,2024-01-01,3,15,Monday,Weekday,False,Night
2024-01-01 03:16:00,2024-01-01,3,16,Monday,Weekday,False,Night
2024-01-01 03:17:00,2024-01-01,3,17,Monday,Weekday,False,Night
2024-01-01 03:18:00,2024-01-01,3,18,Monday,Weekday,False,Night
2024-01-01 03:19:00,2024-01-01,3,19,Monday,Weekday,False,Night
2024-01-01 03:20:00,2024-01-01,3,20,Monday,Weekday,False,Night
2024-01-01 03:21:00,2024-01-01,3,21,Monday,Weekday,False,Night
2024-01-01 03:22:00,2024-01-01,3,22,Monday,Weekday,False,Night
2024-01-01 03:23:00,2024-01-01,3,23,Monday,Weekday,False,Night
2024-01-01 03:24:00,2024-01-01,3,24,Monday,Weekday,False,Night
2024-01-01 03:25:00,2024-01-01,3,25,Monday,Weekday,False,Night
2024-01-01 03:26:00,2024-01-01,3,26,Monday,Weekday,False,Night
2024-01-01 03:27:00,2024-01-01,3,27,Monday,Weekday,False,Night
2024-01-01 03:28:00,2024-01-01,3,28,Monday,Weekday,False,Night
2024-01-01 03:29:00,2024-01-01,3,29,Monday,Weekday,False,Night
2024-01-01 03:30:00,2024-01-01,3,30,Monday,Weekday,False,Night
2024-01-01 03:31:00,2024-01-01,3,31,Monday,Weekday,False,Night
2024-01-01 03:32:00,2024-01-01,3,32,Monday,Weekday,False,Night
2024-01-01 03:33:00,2024-01-01,3,33,Monday,Weekday,False,Night
2024-01-01 03:34:00,2024-01-01,3,34,Monday,Weekday,False,Night
2024-01-01 03:35:00,2024-01-01,3,35,Monday,Weekday,False,Night
2024-01-01 03:36:00,2024-01-01,3,36,Monday,Weekday,False,Night
2024-01-01 03:37:00,2024-01-01,3,37,Monday,Weekday,False,Night
2024-01-01 03:38:00,2024-01-01,3,38,Monday,Weekday,False,Night
2024-01-01 03:39:00,2024-01-01,3,39,Monday,Weekday,False,Night
2024-01-01 03:40:00,2024-01-01,3,40,Monday,Weekday,False,Night
2024-01-01 03:41:00,2024-01-01,3,41,Monday,Weekday,False,Night
2024-01-01 03:42:00,2024-01-01,3,42,Monday,Weekday,False,Night
2024-01-01 03:43:00,2024-01-01,3,43,Monday,Weekday,False,Night
2024-01-01 03:44:00,2024-01-01,3,44,Monday,Weekday,False,Night
2024-01-01 03:45:00,2024-01-01,3,45,Monday,Weekday,False,Night
2024-01-01 03:46:00,2024-01-01,3,46,Monday,Weekday,False,Night
2024-01-01 03:47:00,2024-01-01,3,47,Monday,Weekday,False,Night
2024-01-01 03:48:00,2024-01-01,3,48,Monday,Weekday,False,Night
2024-01-01 03:49:00,2024-01-01,3,49,Monday,Weekday,False,Night
2024-01-01 03:50:00,2024-01-01,3,50,Monday,Weekday,False,Night
2024-01-01 03:51:00,2024-01-01,3,51,Monday,Weekday,False,Night
2024-01-01 03:52:00,2024-01-01,3,52,Monday,Weekday,False,Night
2024-01-01 03:53:00,2024-01-01,3,53,Monday,Weekday,False,Night
2024-01-01 03:54:00,2024-01-01,3,54,Monday,Weekday,False,Night
2024-01-01 03:55:00,2024-01-01,3,55,Monday,Weekday,False,Night
2024-01-01 03:56:00,2024-01-01,3,56,Monday,Weekday,False,Night
2024-01-01 03:57:00,2024-01-01,3,57,Monday,Weekday,False,Night
2024-01-01 03:58:00,2024-01-01,3,58,Monday,Weekday,False,Night
2024-01-01 03:59:00,2024-01-01,3,59,Monday,Weekday,False,Night
2024-01-01 04:00:00,2024-01-01,4,0,Monday,Weekday,False,Night
2024-01-01 04:01:00,2024-01-01,4,1,Monday,Weekday,False,Night
2024-01-01 04:02:00,2024-01-01,4,2,Monday,Weekday,False,Night
2024-01-01 04:03:00,2024-01-01,4,3,Monday,Weekday,False,Night
2024-01-01 04:04:00,2024-01-01,4,4,Monday,Weekday,False,Night
2024-01-01 04:05:00,2024-01-01,4,5,Monday,Weekday,False,Night
2024-01-01 04:06:00,2024-01-01,4,6,Monday,Weekday,False,Night
2024-01-01 04:07:00,2024-01-01,4,7,Monday,Weekday,False,Night
2024-01-01 04:08:00,2024-01-01,4,8,Monday,Weekday,False,Night
2024-01-01 04:09:00,2024-01-01,4,9,Monday,Weekday,False,Night
2024-01-01 04:10:00,2024-01-01,4,10,Monday,Weekday,False,Night
2024-01-01 04:11:00,2024-01-01,4,11,Monday,Weekday,False,Night
2024-01-01 04:12:00,2024-01-01,4,12,Monday,Weekday,False,Night
2024-01-01 04:13:00,2024-01-01,4,13,Monday,Weekday,False,Night
2024-01-01 04:14:00,2024-01-01,4,14,Monday,Weekday,False,Night
2024-01-01 04:15:00,2024-01-01,4,15,Monday,Weekday,False,Night
2024-01-01 04:16:00,2024-01-01,4,16,Monday,Weekday,False,Night
2024-01-01 04:17:00,2024-01-01,4,17,Monday,Weekday,False,Night
2024-01-01 04:18:00,2024-01-01,4,18,Monday,Weekday,False,Night
2024-01-01 04:19:00,2024-01-01,4,19,Monday,Weekday,False,Night
2024-01-01 04:20:00,2024-01-01,4,20,Monday,Weekday,False,Night
2024-01-01 04:21:00,2024-01-01,4,21,Monday,Weekday,False,Night
2024-01-01 04:22:00,2024-01-01,4,22,Monday,Weekday,False,Night
2024-01-01 04:23:00,2024-01-01,4,23,Monday,Weekday,False,Night
2024-01-01 04:24:00,2024-01-01,4,24,Monday,Weekday,False,Night
2024-01-01 04:25:00,2024-01-01,4,25,Monday,Weekday,False,Night
2024-01-01 04:26:00,2024-01-01,4,26,Monday,Weekday,False,Night
2024-01-01 04:27:00,2024-01-01,4,27,Monday,Weekday,False,Night
2024-01-01 04:28:00,2024-01-01,4,28,Monday,Weekday,False,Night
2024-01-01 04:29:00,2024-01-01,4,29,Monday,Weekday,False,Night
2024-01-01 04:30:00,2024-01-01,4,30,Monday,Weekday,False,Night
2024-01-01 04:31:00,2024-01-01,4,31,Monday,Weekday,False,Night
2024-01-01 04:32:00,2024-01-01,4,32,Monday,Weekday,False,Night
2024-01-01 04:33:00,2024-01-01,4,33,Monday,Weekday,False,Night
2024-01-01 04:34:00,2024-01-01,4,34,Monday,Weekday,False,Night
2024-01-01 04:35:00,2024-01-01,4,35,Monday,Weekday,False,Night
2024-01-01 04:36:00,2024-01-01,4,36,Monday,Weekday,False,Night
2024-01-01 04:37:00,2024-01-01,4,37,Monday,Weekday,False,Night
2024-01-01 04:38:00,2024-01-01,4,38,Monday,Weekday,False,Night
2024-01-01 04:39:00,2024-01-01,4,39,Monday,Weekday,False,Night
2024-01-01 04:40:00,2024-01-01,4,40,Monday,Weekday,False,Night
2024-01-01 04:41:00,2024-01-01,4,41,Monday,Weekday,False,Night
2024-01-01 04:42:00,2024-01-01,4,42,Monday,Weekday,False,Night
2024-01-01 04:43:00,2024-01-01,4,43,Monday,Weekday,False,Night
2024-01-01 04:44:00,2024-01-01,4,44,Monday,Weekday,False,Night
2024-01-01 04:45:00,2024-01-01,4,45,Monday,Weekday,False,Night
2024-01-01 04:46:00,2024-01-01,4,46,Monday,Weekday,False,Night
2024-01-01 04:47:00,2024-01-01,4,47,Monday,Weekday,False,Night
2024-01-01 04:48:00,2024-01-01,4,48,Monday,Weekday,False,Night
2024-01-01 04:49:00,2024-01-01,4,49,Monday,Weekday,False,Night
2024-01-01 04:50:00,2024-01-01,4,50,Monday,Weekday,False,Night
2024-01-01 04:51:00,2024-01-01,4,51,Monday,Weekday,False,Night
2024-01-01 04:52:00,2024-01-01,4,52,Monday,Weekday,False,Night
2024-01-01 04:53:00,2024-01-01,4,53,Monday,Weekday,False,Night
2024-01-01 04:54:00,2024-01-01,4,54,Monday,Weekday,False,Night
2024-01-01 04:55:00,2024-01-01,4,55,Monday,Weekday,False,Night
2024-01-01 04:56:00,2024-01-01,4,56,Monday,Weekday,False,Night
2024-01-01 04:57:00,2024-01-01,4,57,Monday,Weekday,False,Night
2024-01-01 04:58:00,2024-01-01,4,58,Monday,Weekday,False,Night
2024-01-01 04:59:00,2024-01-01,4,59,Monday,Weekday,False,Night
2024-01-01 05:00:00,2024-01-01,5,0,Monday,Weekday,False,Morning
2024-01-01 05:01:00,2024-01-01,5,1,Monday,Weekday,False,Morning
2024-01-01 05:02:00,2024-01-01,5,2,Monday,Weekday,False,Morning
2024-01-01 05:03:00,2024-01-01,5,3,Monday,Weekday,False,Morning
2024-01-01 05:04:00,2024-01-01,5,4,Monday,Weekday,False,Morning
2024-01-01 05:05:00,2024-01-01,5,5,Monday,Weekday,False,Morning
2024-01-01 05:06:00,2024-01-01,5,6,Monday,Weekday,False,Morning
2024-01-01 05:07:00,2024-01-01,5,7,Monday,Weekday,False,Morning
2024-01-01 05:08:00,2024-01-01,5,8,Monday,Weekday,False,Morning
2024-01-01 05:09:00,2024-01-01,5,9,Monday,Weekday,False,Morning
2024-01-01 05:10:00,2024-01-01,5,10,Monday,Weekday,False,Morning
2024-01-01 05:11:00,2024-01-01,5,11,Monday,Weekday,False,Morning
2024-01-01 05:12:00,2024-01-01,5,12,Monday,Weekday,False,Morning
2024-01-01 05:13:00,2024-01-01,5,13,Monday,Weekday,False,Morning
2024-01-01 05:14:00,2024-01-01,5,14,Monday,Weekday,False,Morning
2024-01-01 05:15:00,2024-01-01,5,15,Monday,Weekday,False,Morning
2024-01-01 05:16:00,2024-01-01,5,16,Monday,Weekday,False,Morning
2024-01-01 05:17:00,2024-01-01,5,17,Monday,Weekday,False,Morning
2024-01-01 05:18:00,2024-01-01,5,18,Monday,Weekday,False,Morning
2024-01-01 05:19:00,2024-01-01,5,19,Monday,Weekday,False,Morning
2024-01-01 05:20:00,2024-01-01,5,20,Monday,Weekday,False,Morning
2024-01-01 05:21:00,2024-01-01,5,21,Monday,Weekday,False,Morning
2024-01-01 05:22:00,2024-01-01,5,22,Monday,Weekday,False,Morning
2024-01-01 05:23:00,2024-01-01,5,23,Monday,Weekday,False,Morning
2024-01-01 05:24:00,2024-01-01,5,24,Monday,Weekday,False,Morning
2024-01-01 05:25:00,2024-01-01,5,25,Monday,Weekday,False,Morning
2024-01-01 05:26:00,2024-01-01,5,26,Monday,Weekday,False,Morning
2024-01-01 05:27:00,2024-01-01,5,27,Monday,Weekday,False,Morning
2024-01-01 05:28:00,2024-01-01,5,28,Monday,Weekday,False,Morning
2024-01-01 05:29:00,2024-01-01,5,29,Monday,Weekday,False,Morning
2024-01-01 05:30:00,2024-01-01,5,30,Monday,Weekday,False,Morning
2024-01-01 05:31:00,2024-01-01,5,31,Monday,Weekday,False,Morning
2024-01-01 05:32:00,2024-01-01,5,32,Monday,Weekday,False,Morning
2024-01-01 05:33:00,2024-01-01,5,33,Monday,Weekday,False,Morning
2024-01-01 05:34:00,2024-01-01,5,34,Monday,Weekday,False,Morning
2024-01-01 05:35:00,2024-01-01,5,35,Monday,Weekday,False,Morning
2024-01-01 05:36:00,2024-01-01,5,36,Monday,Weekday,False,Morning
2024-01-01 05:37:00,2024-01-01,5,37,Monday,Weekday,False,Morning
2024-01-01 05:38:00,2024-01-01,5,38,Monday,Weekday,False,Morning
2024-01-01 05:39:00,2024-01-01,5,39,Monday,Weekday,False,Morning
2024-01-01 05:40:00,2024-01-01,5,40,Monday,Weekday,False,Morning
2024-01-01 05:41:00,2024-01-01,5,41,Monday,Weekday,False,Morning
2024-01-01 05:42:00,2024-01-01,5,42,Monday,Weekday,False,Morning
2024-01-01 05:43:00,2024-01-01,5,43,Monday,Weekday,False,Morning
2024-01-01 05:44:00,2024-01-01,5,44,Monday,Weekday,False,Morning
2024-01-01 05:45:00,2024-01-01,5,45,Monday,Weekday,False,Morning
2024-01-01 05:46:00,2024-01-01,5,46,Monday,Weekday,False,Morning
2024-01-01 05:47:00,2024-01-01,5,47,Monday,Weekday,False,Morning
2024-01-01 05:48:00,2024-01-01,5,48,Monday,Weekday,False,Morning
2024-01-01 05:49:00,2024-01-01,5,49,Monday,Weekday,False,Morning
2024-01-01 05:50:00,2024-01-01,5,50,Monday,Weekday,False,Morning
2024-01-01 05:51:00,2024-01-01,5,51,Monday,Weekday,False,Morning
2024-01-01 05:52:00,2024-01-01,5,52,Monday,Weekday,False,Morning
2024-01-01 05:53:00,2024-01-01,5,53,Monday,Weekday,False,Morning
2024-01-01 05:54:00,2024-01-01,5,54,Monday,Weekday,False,Morning
2024-01-01 05:55:00,2024-01-01,5,55,Monday,Weekday,False,Morning
2024-01-01 05:56:00,2024-01-01,5,56,Monday,Weekday,False,Morning
2024-01-01 05:57:00,2024-01-01,5,57,Monday,Weekday,False,Morning
2024-01-01 05:58:00,2024-01-01,5,58,Monday,Weekday,False,Morning
2024-01-01 05:59:00,2024-01-01,5,59,Monday,Weekday,False,Morning
2024-01-01 06:00:00,2024-01-01,6,0,Monday,Weekday,False,Morning
2024-01-01 06:01:00,2024-01-01,6,1,Monday,Weekday,False,Morning
2024-01-01 06:02:00,2024-01-01,6,2,Monday,Weekday,False,Morning
2024-01-01 06:03:00,2024-01-01,6,3,Monday,Weekday,False,Morning
