Reading_Key,Timestamp,Device_ID,Home_ID,Watts,Volts,Amps
47,2024-01-01 00:46:00,D005,H004,2.82,239.07,0.012
48,2024-01-01 00:47:00,D010,H004,5.6,231.11,0.024
49,2024-01-01 00:48:00,D005,H007,2.73,224.36,0.012
50,2024-01-01 00:49:00,D006,H002,6.34,227.77,0.028
51,2024-01-01 00:50:00,D001,H001,137.91,232.82,0.592
52,2024-01-01 00:51:00,D008,H007,11.73,231.39,0.051
53,2024-01-01 00:52:00,D006,H003,4.11,228.65,0.018
54,2024-01-01 00:53:00,D006,H003,7.64,240.52,0.032
55,2024-01-01 00:54:00,D004,H007,7.2,229.49,0.031
56,2024-01-01 00:55:00,D003,H010,3.19,225.62,0.014
57,2024-01-01 00:56:00,D004,H002,2.37,227.78,0.01
58,2024-01-01 00:57:00,D007,H002,1.08,225.9,0.005
59,2024-01-01 00:58:00,D009,H007,10.03,232.29,0.043
60,2024-01-01 00:59:00,D005,H010,8.0,226.56,0.035
61,2024-01-01 01:00:00,D007,H007,2.54,232.48,0.011
62,2024-01-01 01:01:00,D006,H008,2.59,235.51,0.011
63,2024-01-01 01:02:00,D006,H003,4.54,232.43,0.02
64,2024-01-01 01:03:00,D007,H006,5.17,232.8,0.022
65,2024-01-01 01:04:00,D008,H010,11.53,229.86,0.05
66,2024-01-01 01:05:00,D001,H007,9.24,229.92,0.04
67,2024-01-01 01:06:00,D008,H004,10.38,230.13,0.045
68,2024-01-01 01:07:00,D002,H009,9.12,232.81,0.039
69,2024-01-01 01:08:00,D002,H010,3.09,231.08,0.013
70,2024-01-01 01:09:00,D006,H008,2.78,225.47,0.012
71,2024-01-01 01:10:00,D001,H006,140.27,227.23,0.617
72,2024-01-01 01:11:00,D009,H003,7.81,221.63,0.035
73,2024-01-01 01:12:00,D006,H004,3.81,227.98,0.017
74,2024-01-01 01:13:00,D008,H002,10.39,226.4,0.046
75,2024-01-01 01:14:00,D001,H009,169.55,231.65,0.732
76,2024-01-01 01:15:00,D006,H009,5.25,225.04,0.023
77,2024-01-01 01:16:00,D006,H003,7.72,226.84,0.034
78,2024-01-01 01:17:00,D001,H006,170.13,231.54,0.735
79,2024-01-01 01:18:00,D001,H005,191.26,223.37,0.856
80,2024-01-01 01:19:00,D008,H008,7.03,229.77,0.031
81,2024-01-01 01:20:00,D003,H002,6.79,227.64,0.03
82,2024-01-01 01:21:00,D008,H006,3.42,229.68,0.015
83,2024-01-01 01:22:00,D006,H010,2.14,226.24,0.009
84,2024-01-01 01:23:00,D004,H002,6.0,228.6,0.026
85,2024-01-01 01:24:00,D009,H005,7.21,231.63,0.031
86,2024-01-01 01:25:00,D008,H003,10.34,224.83,0.046
87,2024-01-01 01:26:00,D004,H002,1.78,226.6,0.008
88,2024-01-01 01:27:00,D001,H007,152.96,237.24,0.645
89,2024-01-01 01:28:00,D003,H010,2.72,229.72,0.012
90,2024-01-01 01:29:00,D004,H003,6.41,226.92,0.028
91,2024-01-01 01:30:00,D008,H006,3.77,229.05,0.016
92,2024-01-01 01:31:00,D010,H004,7.7,226.35,0.034
93,2024-01-01 01:32:00,D004,H004,4.25,227.08,0.019
94,2024-01-01 01:33:00,D008,H003,1.66,224.47,0.007
95,2024-01-01 01:34:00,D006,H001,5.47,224.64,0.024
96,2024-01-01 01:35:00,D008,H009,19.14,228.91,0.084
97,2024-01-01 01:36:00,D001,H001,180.9,227.67,0.795
98,2024-01-01 01:37:00,D004,H005,3.19,225.59,0.014
99,2024-01-01 01:38:00,D002,H004,2.67,238.35,0.011
100,2024-01-01 01:39:00,D004,H008,7.66,232.57,0.033
101,2024-01-01 01:40:00,D005,H008,4.45,229.69,0.019
102,2024-01-01 01:41:00,D007,H006,5.69,225.22,0.025
103,2024-01-01 01:42:00,D001,H010,13.09,233.14,0.056
104,2024-01-01 01:43:00,D001,H001,18.97,233.3,0.081
105,2024-01-01 01:44:00,D004,H002,7.55,232.83,0.032
106,2024-01-01 01:45:00,D007,H005,4.55,229.91,0.02
107,2024-01-01 01:46:00,D008,H007,7.59,224.56,0.034
108,2024-01-01 01:47:00,D006,H010,7.33,226.52,0.032
109,2024-01-01 01:48:00,D009,H005,11.46,235.39,0.049
110,2024-01-01 01:49:00,D004,H008,6.43,237.0,0.027
111,2024-01-01 01:50:00,D003,H001,1.31,233.05,0.006
112,2024-01-01 01:51:00,D004,H002,7.22,232.17,0.031
113,2024-01-01 01:52:00,D002,H007,7.38,235.73,0.031
114,2024-01-01 01:53:00,D008,H004,4.72,230.39,0.02
115,2024-01-01 01:54:00,D004,H004,4.35,232.9,0.019
116,2024-01-01 01:55:00,D006,H010,2.36,232.08,0.01
117,2024-01-01 01:56:00,D006,H002,3.34,223.68,0.015
118,2024-01-01 01:57:00,D005,H001,10.32,229.79,0.045
119,2024-01-01 01:58:00,D001,H007,9.39,237.4,0.04
120,2024-01-01 01:59:00,D010,H007,12.37,227.31,0.054
121,2024-01-01 02:00:00,D009,H006,8.41,235.71,0.036
122,2024-01-01 02:01:00,D002,H009,2.45,237.71,0.01
123,2024-01-01 02:02:00,D003,H003,4.5,230.12,0.02
124,2024-01-01 02:03:00,D005,H001,9.05,224.8,0.04
125,2024-01-01 02:04:00,D009,H004,7.78,228.82,0.034
126,2024-01-01 02:05:00,D010,H005,12.56,230.75,0.054
127,2024-01-01 02:06:00,D002,H006,3.39,231.14,0.015
128,2024-01-01 02:07:00,D006,H007,7.46,226.86,0.033
129,2024-01-01 02:08:00,D008,H001,10.23,225.86,0.045
130,2024-01-01 02:09:00,D004,H010,3.71,228.41,0.016
131,2024-01-01 02:10:00,D008,H004,7.23,231.42,0.031
132,2024-01-01 02:11:00,D002,H004,8.35,233.32,0.036
133,2024-01-01 02:12:00,D006,H008,5.65,232.08,0.024
134,2024-01-01 02:13:00,D009,H001,10.96,233.85,0.047
135,2024-01-01 02:14:00,D010,H001,8.75,226.31,0.039
136,2024-01-01 02:15:00,D001,H003,6.93,227.91,0.03
137,2024-01-01 02:16:00,D004,H008,2.39,231.11,0.01
138,2024-01-01 02:17:00,D002,H009,9.28,230.69,0.04
139,2024-01-01 02:18:00,D005,H001,11.79,232.26,0.051
140,2024-01-01 02:19:00,D006,H002,6.42,231.44,0.028
141,2024-01-01 02:20:00,D001,H001,160.26,231.33,0.693
142,2024-01-01 02:21:00,D003,H003,3.58,234.14,0.015
143,2024-01-01 02:22:00,D009,H006,11.68,234.49,0.05
144,2024-01-01 02:23:00,D006,H002,7.41,228.29,0.032
145,2024-01-01 02:24:00,D005,H009,3.98,235.04,0.017
146,2024-01-01 02:25:00,D008,H007,9.75,232.1,0.042
147,2024-01-01 02:26:00,D008,H005,1.41,225.99,0.006
148,2024-01-01 02:27:00,D001,H001,203.87,223.51,0.912
149,2024-01-01 02:28:00,D008,H001,2.18,221.1,0.01
150,2024-01-01 02:29:00,D008,H007,12.0,233.93,0.051
151,2024-01-01 02:30:00,D002,H002,2.93,232.06,0.013
152,2024-01-01 02:31:00,D008,H004,10.7,229.93,0.047
153,2024-01-01 02:32:00,D003,H006,3.46,231.77,0.015
154,2024-01-01 02:33:00,D003,H006,1.1,234.53,0.005
155,2024-01-01 02:34:00,D007,H005,2.77,231.39,0.012
156,2024-01-01 02:35:00,D001,H010,17.29,235.69,0.073
157,2024-01-01 02:36:00,D007,H009,1.95,235.43,0.008
158,2024-01-01 02:37:00,D009,H010,10.25,224.89,0.046
159,2024-01-01 02:38:00,D008,H004,11.1,221.84,0.05
160,2024-01-01 02:39:00,D005,H008,10.76,230.0,0.047
161,2024-01-01 02:40:00,D004,H008,5.29,230.51,0.023
162,2024-01-01 02:41:00,D008,H008,8.88,224.79,0.039
163,2024-01-01 02:42:00,D006,H002,5.17,225.05,0.023
164,2024-01-01 02:43:00,D001,H002,208.46,235.22,0.886
165,2024-01-01 02:44:00,D006,H005,6.36,223.74,0.028
166,2024-01-01 02:45:00,D008,H002,2.85,235.31,0.012
167,2024-01-01 02:46:00,D004,H002,5.89,227.29,0.026
168,2024-01-01 02:47:00,D009,H003,7.93,230.09,0.034
169,2024-01-01 02:48:00,D008,H008,11.25,225.87,0.05
170,2024-01-01 02:49:00,D006,H005,2.23,228.4,0.01
171,2024-01-01 02:50:00,D008,H009,3.24,231.92,0.014
172,2024-01-01 02:51:00,D001,H008,134.22,228.69,0.587
173,2024-01-01 02:52:00,D009,H009,7.46,225.44,0.033
174,2024-01-01 02:53:00,D008,H008,8.7,226.72,0.038
175,2024-01-01 02:54:00,D009,H008,12.33,225.13,0.055
176,2024-01-01 02:55:00,D001,H009,5.44,235.15,0.023
177,2024-01-01 02:56:00,D001,H009,9.85,231.2,0.043
178,2024-01-01 02:57:00,D001,H008,210.72,230.92,0.913
179,2024-01-01 02:58:00,D004,H004,5.64,237.89,0.024
180,2024-01-01 02:59:00,D004,H005,7.25,231.48,0.031
181,2024-01-01 03:00:00,D006,H001,4.63,231.8,0.02
182,2024-01-01 03:01:00,D001,H004,153.37,230.23,0.666
183,2024-01-01 03:02:00,D002,H007,3.8,230.96,0.016
184,2024-01-01 03:03:00,D008,H009,6.97,232.26,0.03
185,2024-01-01 03:04:00,D005,H003,3.45,220.35,0.016
186,2024-01-01 03:05:00,D008,H008,10.43,228.59,0.046
187,2024-01-01 03:06:00,D001,H007,207.13,226.17,0.916
188,2024-01-01 03:07:00,D006,H010,7.14,228.66,0.031
189,2024-01-01 03:08:00,D009,H003,13.93,227.91,0.061
190,2024-01-01 03:09:00,D006,H010,2.99,233.0,0.013
191,2024-01-01 03:10:00,D002,H005,8.11,228.32,0.036
192,2024-01-01 03:11:00,D008,H009,5.31,225.04,0.024
193,2024-01-01 03:12:00,D004,H001,1.54,231.39,0.007
194,2024-01-01 03:13:00,D007,H001,4.91,232.71,0.021
195,2024-01-01 03:14:00,D001,H010,7.59,226.06,0.034
196,2024-01-01 03:15:00,D006,H004,5.95,229.71,0.026
197,2024-01-01 03:16:00,D001,H002,11.46,230.49,0.05
198,2024-01-01 03:17:00,D008,H008,5.6,230.33,0.024
199,2024-01-01 03:18:00,D005,H005,7.82,226.86,0.034
200,2024-01-01 03:19:00,D001,H001,151.41,232.57,0.651
201,2024-01-01 03:20:00,D006,H002,7.39,232.25,0.032
202,2024-01-01 03:21:00,D001,H004,128.35,231.44,0.555
203,2024-01-01 03:22:00,D007,H007,1.45,227.88,0.006
204,2024-01-01 03:23:00,D010,H006,2.19,231.8,0.009
205,2024-01-01 03:24:00,D008,H001,7.57,230.35,0.033
206,2024-01-01 03:25:00,D006,H002,4.58,237.48,0.019
207,2024-01-01 03:26:00,D001,H003,144.2,232.46,0.62
208,2024-01-01 03:27:00,D008,H006,4.98,225.45,0.022
209,2024-01-01 03:28:00,D007,H010,4.52,229.49,0.02
210,2024-01-01 03:29:00,D001,H004,197.15,230.16,0.857
211,2024-01-01 03:30:00,D008,H005,1.48,233.33,0.006
212,2024-01-01 03:31:00,D005,H010,8.33,227.49,0.037
213,2024-01-01 03:32:00,D004,H003,1.75,230.57,0.008
214,2024-01-01 03:33:00,D008,H009,4.62,226.53,0.02
215,2024-01-01 03:34:00,D004,H006,2.48,228.97,0.011
216,2024-01-01 03:35:00,D005,H005,2.15,228.99,0.009
217,2024-01-01 03:36:00,D002,H005,9.98,225.71,0.044
218,2024-01-01 03:37:00,D004,H010,2.5,224.12,0.011
219,2024-01-01 03:38:00,D008,H008,3.58,228.75,0.016
220,2024-01-01 03:39:00,D002,H006,9.83,238.22,0.041
221,2024-01-01 03:40:00,D004,H009,7.73,231.25,0.033
222,2024-01-01 03:41:00,D010,H003,11.57,224.85,0.051
223,2024-01-01 03:42:00,D002,H010,3.38,225.71,0.015
224,2024-01-01 03:43:00,D009,H003,13.29,228.82,0.058
225,2024-01-01 03:44:00,D009,H006,9.83,227.0,0.043
226,2024-01-01 03:45:00,D001,H003,196.22,226.71,0.866
227,2024-01-01 03:46:00,D005,H001,10.5,230.76,0.046
228,2024-01-01 03:47:00,D005,H004,4.26,226.74,0.019
229,2024-01-01 03:48:00,D003,H008,4.5,225.89,0.02
230,2024-01-01 03:49:00,D001,H010,17.79,231.93,0.077
231,2024-01-01 03:50:00,D002,H008,7.42,228.17,0.033
232,2024-01-01 03:51:00,D001,H008,141.16,230.59,0.612
233,2024-01-01 03:52:00,D002,H009,6.99,229.43,0.03
234,2024-01-01 03:53:00,D008,H009,3.73,223.71,0.017
235,2024-01-01 03:54:00,D009,H005,13.84,228.29,0.061
236,2024-01-01 03:55:00,D001,H001,182.9,228.68,0.8
237,2024-01-01 03:56:00,D003,H003,4.12,229.11,0.018
238,2024-01-01 03:57:00,D010,H003,11.56,231.17,0.05
239,2024-01-01 03:58:00,D005,H010,2.19,223.55,0.01
240,2024-01-01 03:59:00,D006,H007,3.06,228.85,0.013
241,2024-01-01 04:00:00,D001,H008,160.9,227.18,0.708
242,2024-01-01 04:01:00,D005,H007,5.89,234.88,0.025
243,2024-01-01 04:02:00,D010,H005,11.3,233.54,0.048
244,2024-01-01 04:03:00,D004,H003,6.84,225.34,0.03
245,2024-01-01 04:04:00,D001,H009,214.33,234.82,0.913
246,2024-01-01 04:05:00,D005,H010,10.16,231.59,0.044
247,2024-01-01 04:06:00,D010,H002,3.78,224.74,0.017
248,2024-01-01 04:07:00,D004,H001,5.01,235.3,0.021
249,2024-01-01 04:08:00,D008,H003,9.22,227.18,0.041
250,2024-01-01 04:09:00,D008,H007,8.37,226.42,0.037
251,2024-01-01 04:10:00,D002,H007,2.65,226.71,0.012
252,2024-01-01 04:11:00,D005,H003,9.88,230.3,0.043
253,2024-01-01 04:12:00,D008,H003,3.21,229.86,0.014
254,2024-01-01 04:13:00,D004,H010,3.79,226.46,0.017
255,2024-01-01 04:14:00,D002,H005,3.11,229.18,0.014
256,2024-01-01 04:15:00,D010,H010,12.26,230.94,0.053
257,2024-01-01 04:16:00,D007,H001,3.6,228.71,0.016
258,2024-01-01 04:17:00,D009,H010,8.53,229.6,0.037
259,2024-01-01 04:18:00,D001,H010,12.2,231.55,0.053
260,2024-01-01 04:19:00,D003,H002,2.69,230.75,0.012
261,2024-01-01 04:20:00,D005,H010,5.48,234.43,0.023
262,2024-01-01 04:21:00,D001,H005,6.77,234.46,0.029
263,2024-01-01 04:22:00,D010,H006,7.46,229.53,0.033
264,2024-01-01 04:23:00,D002,H002,10.7,230.02,0.047
265,2024-01-01 04:24:00,D004,H009,1.05,235.81,0.004
266,2024-01-01 04:25:00,D002,H010,9.73,226.08,0.043
267,2024-01-01 04:26:00,D001,H010,175.42,232.03,0.756
268,2024-01-01 04:27:00,D002,H006,6.43,229.4,0.028
269,2024-01-01 04:28:00,D003,H001,4.01,231.73,0.017
270,2024-01-01 04:29:00,D006,H005,5.47,231.22,0.024
271,2024-01-01 04:30:00,D003,H003,1.18,236.81,0.005
272,2024-01-01 04:31:00,D004,H001,4.56,229.81,0.02
273,2024-01-01 04:32:00,D001,H003,106.17,235.04,0.452
274,2024-01-01 04:33:00,D004,H004,4.3,231.36,0.019
275,2024-01-01 04:34:00,D005,H005,4.71,223.5,0.021
276,2024-01-01 04:35:00,D002,H008,3.51,222.52,0.016
277,2024-01-01 04:36:00,D006,H001,4.03,228.66,0.018
278,2024-01-01 04:37:00,D003,H010,5.84,237.01,0.025
279,2024-01-01 04:38:00,D006,H009,6.18,232.98,0.027
280,2024-01-01 04:39:00,D001,H008,131.63,233.11,0.565
281,2024-01-01 04:40:00,D009,H002,13.82,230.66,0.06
282,2024-01-01 04:41:00,D001,H005,10.22,230.5,0.044
283,2024-01-01 04:42:00,D001,H009,206.61,233.48,0.885
284,2024-01-01 04:43:00,D008,H009,1.8,229.2,0.008
285,2024-01-01 04:44:00,D001,H006,24.78,226.33,0.109
286,2024-01-01 04:45:00,D008,H002,10.68,231.81,0.046
287,2024-01-01 04:46:00,D010,H004,11.64,231.77,0.05
288,2024-01-01 04:47:00,D009,H002,6.9,229.52,0.03
289,2024-01-01 04:48:00,D008,H008,2.42,229.05,0.011
290,2024-01-01 04:49:00,D010,H006,5.95,224.26,0.027
291,2024-01-01 04:50:00,D004,H008,4.97,228.03,0.022
292,2024-01-01 04:51:00,D009,H005,8.85,232.02,0.038
293,2024-01-01 04:52:00,D004,H001,3.84,223.27,0.017
294,2024-01-01 04:53:00,D009,H007,6.0,231.94,0.026
295,2024-01-01 04:54:00,D001,H002,6.78,227.42,0.03
296,2024-01-01 04:55:00,D009,H003,11.53,237.06,0.049
297,2024-01-01 04:56:00,D008,H004,1.2,226.18,0.005
298,2024-01-01 04:57:00,D008,H008,1.45,226.98,0.006
299,2024-01-01 04:58:00,D001,H009,208.79,228.0,0.916
300,2024-01-01 04:59:00,D006,H004,5.07,236.26,0.021
301,2024-01-01 05:00:00,D001,H010,226.85,234.17,0.969
302,2024-01-01 05:01:00,D008,H004,8.47,229.92,0.037
303,2024-01-01 05:02:00,D001,H001,198.14,225.84,0.877
304,2024-01-01 05:03:00,D001,H005,154.5,229.22,0.674
305,2024-01-01 05:04:00,D002,H001,2.37,228.2,0.01
306,2024-01-01 05:05:00,D009,H004,12.92,227.99,0.057
307,2024-01-01 05:06:00,D004,H001,1.14,226.1,0.005
308,2024-01-01 05:07:00,D005,H007,6.57,231.09,0.028
309,2024-01-01 05:08:00,D006,H004,6.03,229.75,0.026
310,2024-01-01 05:09:00,D002,H010,32.81,231.08,0.142
311,2024-01-01 05:10:00,D006,H001,4.31,234.94,0.018
312,2024-01-01 05:11:00,D007,H002,1.9,232.1,0.008
313,2024-01-01 05:12:00,D003,H007,7.45,228.75,0.033
314,2024-01-01 05:13:00,D004,H003,5.8,228.23,0.025
315,2024-01-01 05:14:00,D005,H007,3.97,233.53,0.017
316,2024-01-01 05:15:00,D009,H002,10.89,230.09,0.047
317,2024-01-01 05:16:00,D006,H010,4.81,230.21,0.021
318,2024-01-01 05:17:00,D009,H002,7.65,230.81,0.033
319,2024-01-01 05:18:00,D006,H010,7.05,226.13,0.031
320,2024-01-01 05:19:00,D005,H006,5.85,233.8,0.025
321,2024-01-01 05:20:00,D001,H010,12.32,225.81,0.055
322,2024-01-01 05:21:00,D005,H007,11.38,233.47,0.049
323,2024-01-01 05:22:00,D009,H004,10.09,229.68,0.044
324,2024-01-01 05:23:00,D002,H008,8.86,229.3,0.039
325,2024-01-01 05:24:00,D001,H002,97.68,234.36,0.417
326,2024-01-01 05:25:00,D004,H001,6.14,240.28,0.026
327,2024-01-01 05:26:00,D004,H010,2.59,235.97,0.011
328,2024-01-01 05:27:00,D009,H008,6.26,233.92,0.027
329,2024-01-01 05:28:00,D001,H009,6.11,232.08,0.026
330,2024-01-01 05:29:00,D009,H004,8.47,233.4,0.036
331,2024-01-01 05:30:00,D007,H008,1.72,229.3,0.008
332,2024-01-01 05:31:00,D009,H003,8.48,219.38,0.039
333,2024-01-01 05:32:00,D006,H007,3.71,229.28,0.016
334,2024-01-01 05:33:00,D008,H007,4.45,229.97,0.019
335,2024-01-01 05:34:00,D004,H006,3.75,223.91,0.017
336,2024-01-01 05:35:00,D004,H002,2.95,231.73,0.013
337,2024-01-01 05:36:00,D004,H003,5.36,233.15,0.023
338,2024-01-01 05:37:00,D008,H001,9.98,227.16,0.044
339,2024-01-01 05:38:00,D004,H010,4.37,234.5,0.019
340,2024-01-01 05:39:00,D002,H003,4.22,232.13,0.018
341,2024-01-01 05:40:00,D009,H007,13.88,232.97,0.06
342,2024-01-01 05:41:00,D009,H010,10.43,224.74,0.046
343,2024-01-01 05:42:00,D004,H010,7.27,231.61,0.031
344,2024-01-01 05:43:00,D006,H003,2.97,230.2,0.013
345,2024-01-01 05:44:00,D003,H007,7.88,227.15,0.035
346,2024-01-01 05:45:00,D002,H002,4.59,225.66,0.02
347,2024-01-01 05:46:00,D004,H002,7.01,224.7,0.031
348,2024-01-01 05:47:00,D004,H007,2.51,232.44,0.011
349,2024-01-01 05:48:00,D009,H010,12.42,230.79,0.054
350,2024-01-01 05:49:00,D008,H005,5.48,230.7,0.024
351,2024-01-01 05:50:00,D008,H005,10.54,230.54,0.046
352,2024-01-01 05:51:00,D010,H007,1902.88,229.26,8.3
353,2024-01-01 05:52:00,D004,H005,5.95,237.08,0.025
354,2024-01-01 05:53:00,D002,H006,3.42,236.05,0.014
355,2024-01-01 05:54:00,D001,H008,96.7,225.65,0.429
356,2024-01-01 05:55:00,D003,H006,5.8,232.09,0.025
357,2024-01-01 05:56:00,D001,H004,152.21,231.51,0.657
358,2024-01-01 05:57:00,D001,H010,174.41,231.75,0.753
359,2024-01-01 05:58:00,D006,H010,6.08,231.28,0.026
360,2024-01-01 05:59:00,D004,H006,3.7,241.35,0.015
361,2024-01-01 06:00:00,D006,H006,3.65,228.7,0.016
362,2024-01-01 06:01:00,D002,H006,6.28,236.17,0.027
363,2024-01-01 06:02:00,D007,H010,1.2,232.13,0.005
364,2024-01-01 06:03:00,D002,H006,10.66,227.27,0.047
365,2024-01-01 06:04:00,D003,H005,1.92,233.62,0.008
366,2024-01-01 06:05:00,D008,H010,3.91,228.03,0.017
367,2024-01-01 06:06:00,D006,H002,6.54,231.09,0.028
368,2024-01-01 06:07:00,D004,H004,2.74,234.13,0.012
369,2024-01-01 06:08:00,D006,H008,4.24,224.55,0.019
370,2024-01-01 06:09:00,D008,H002,3.46,225.01,0.015
371,2024-01-01 06:10:00,D009,H010,13.38,226.83,0.059
372,2024-01-01 06:11:00,D006,H008,2.95,228.07,0.013
373,2024-01-01 06:12:00,D002,H005,9.03,224.38,0.04
374,2024-01-01 06:13:00,D008,H009,2.22,231.44,0.01
375,2024-01-01 06:14:00,D008,H003,24.98,229.43,0.109
376,2024-01-01 06:15:00,D002,H003,2.25,234.59,0.01
377,2024-01-01 06:16:00,D008,H008,4.94,232.43,0.021
378,2024-01-01 06:17:00,D005,H010,7.47,233.4,0.032
379,2024-01-01 06:18:00,D008,H005,2.28,232.66,0.01
380,2024-01-01 06:19:00,D002,H003,4.48,231.89,0.019
381,2024-01-01 06:20:00,D004,H007,3.53,232.03,0.015
382,2024-01-01 06:21:00,D010,H005,7.11,231.68,0.031
383,2024-01-01 06:22:00,D007,H010,3.81,232.65,0.016
384,2024-01-01 06:23:00,D008,H001,4.88,229.92,0.021
385,2024-01-01 06:24:00,D007,H009,2.87,227.69,0.013
386,2024-01-01 06:25:00,D002,H007,5.22,225.83,0.023
387,2024-01-01 06:26:00,D005,H007,8.76,223.21,0.039
388,2024-01-01 06:27:00,D008,H008,1.66,223.34,0.007
389,2024-01-01 06:28:00,D007,H001,3.32,234.43,0.014
390,2024-01-01 06:29:00,D001,H005,133.38,235.12,0.567
391,2024-01-01 06:30:00,D001,H006,6.89,227.43,0.03
392,2024-01-01 06:31:00,D004,H003,1.22,231.63,0.005
393,2024-01-01 06:32:00,D009,H006,13.82,235.42,0.059
394,2024-01-01 06:33:00,D005,H003,7.79,229.97,0.034
395,2024-01-01 06:34:00,D003,H006,4.09,222.6,0.018
396,2024-01-01 06:35:00,D004,H007,4.63,231.05,0.02
397,2024-01-01 06:36:00,D002,H006,8.82,231.32,0.038
398,2024-01-01 06:37:00,D004,H008,7.97,231.29,0.034
399,2024-01-01 06:38:00,D002,H002,10.88,232.5,0.047
400,2024-01-01 06:39:00,D008,H006,2.76,231.37,0.012
401,2024-01-01 06:40:00,D005,H010,6.91,238.35,0.029
402,2024-01-01 06:41:00,D003,H006,1.61,227.82,0.007
403,2024-01-01 06:42:00,D009,H007,10.47,230.5,0.045
404,2024-01-01 06:43:00,D003,H004,7.66,229.11,0.033
405,2024-01-01 06:44:00,D009,H005,7.73,227.41,0.034
406,2024-01-01 06:45:00,D001,H005,213.0,228.06,0.934
407,2024-01-01 06:46:00,D008,H006,2.4,227.98,0.011
408,2024-01-01 06:47:00,D005,H001,6.97,226.9,0.031
409,2024-01-01 06:48:00,D005,H010,5.97,229.21,0.026
410,2024-01-01 06:49:00,D001,H005,15.71,232.28,0.068
411,2024-01-01 06:50:00,D001,H002,11.18,233.67,0.048
412,2024-01-01 06:51:00,D004,H009,3.99,232.35,0.017
413,2024-01-01 06:52:00,D009,H006,12.55,231.28,0.054
414,2024-01-01 06:53:00,D006,H004,6.79,228.56,0.03
415,2024-01-01 06:54:00,D004,H009,8.55,233.6,0.037
416,2024-01-01 06:55:00,D006,H003,7.91,226.11,0.035
417,2024-01-01 06:56:00,D002,H007,5.65,230.69,0.024
418,2024-01-01 06:57:00,D002,H003,5.22,222.21,0.023
419,2024-01-01 06:58:00,D004,H002,3.36,222.31,0.015
420,2024-01-01 06:59:00,D009,H004,6.79,231.23,0.029
421,2024-01-01 07:00:00,D005,H008,6.96,235.2,0.03
